Start Date (Time Zone: America / Denver),End Date (Time Zone: America / Denver),IP Address,Duration (in seconds),Response ID,RandNum_ID,Location Latitude,Location Longitude,Gender,Age,Education,Work Experience,Race,Race_Other_Text,Kevin_Kelly,What is the salary increase that [] asked for?,How did [] start the conversation?,What was Sean's reasoning for denying []'s request?,"On a scale of 1-10, how aggressive do you feel [] was being in that meeting?","On a scale of 1-10, how aggressive do you feel Sean was being in that meeting?",Did you feel that []'s actions were driven more by internal factors or by external factors?,Did you feel that Sean's actions were driven more by internal factors or by external factors?,Timing - Page Submit
4/2/21 11:44,4/2/21 11:47,107.2.7.225,178,R_2QFc2TGXRws1Ty6,7670641,32.33830261,-111.0455017,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),3-5 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,10,10,External factors,Internal factors,154.328
4/2/21 11:54,4/2/21 11:56,204.46.76.112,122,R_1oj0eqVVnwupSy1,7970476,34.21339417,-83.44799805,Male,30-44 years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,5,Internal factors,Internal factors,99.687
4/2/21 11:55,4/2/21 11:58,129.113.178.46,205,R_302VHIJzIaZa4Rp,3717561,26.31889343,-98.37010193,Male,18-29 years old,Master's degree,6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,5,Internal factors,External factors,161.721
4/2/21 11:41,4/2/21 11:59,156.146.59.35,1074,R_qFphGkv2TCofSzn,7307996,40.71260071,-74.00659943,Male,18-29 years old,Associate degree in college (2-year),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,6,External factors,Internal factors,878.674
4/2/21 11:57,4/2/21 12:02,45.41.134.120,290,R_1ReKZgGMwLgIWEp,2075045,37.75100708,-97.8219986,Male,18-29 years old,Associate degree in college (2-year),3-5 years,Black or African American,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,6,External factors,Internal factors,171.719
4/2/21 11:59,4/2/21 12:03,73.73.232.50,203,R_e9yabqppPkDo5Rn,8269477,41.55479431,-87.65930176,Male,30-44 years old,Bachelor's degree in college (4-year),6-10 years,Black or African American,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,3,3,Internal factors,External factors,165.531
4/2/21 12:01,4/2/21 12:04,97.64.56.238,188,R_xcqh72GqeMnl6NP,7177404,33.1177063,-96.67910004,Male,45-59 years old,Associate degree in college (2-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,5,Internal factors,External factors,126.582
4/2/21 11:42,4/2/21 12:07,67.247.68.1,1482,R_2qlALUC2CecmMQY,7450707,43.06419373,-74.33399963,Male,18-29 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,1,Internal factors,External factors,1444.556
4/2/21 12:06,4/2/21 12:08,73.171.18.67,98,R_RwW181bEO8FmnId,4802201,38.09950256,-78.40850067,Male,18-29 years old,High school graduate (high school diploma or equivalent including GED),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,3,External factors,Internal factors,81.263
4/2/21 12:06,4/2/21 12:08,135.180.83.243,76,R_1rcDXtZCkTchpIp,1764481,37.75619507,-122.4866028,Male,18-29 years old,Bachelor's degree in college (4-year),1-2 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,8,Internal factors,External factors,57.165
4/2/21 12:05,4/2/21 12:08,73.26.190.156,146,R_291f24fCnWkV6oG,5382070,35.13690186,-106.5198975,Male,30-44 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,5,Internal factors,External factors,119.723
4/2/21 12:07,4/2/21 12:08,71.8.9.66,63,R_C7Ato14hkdBc5r3,9589837,33.63310242,-86.59870148,Female,18-29 years old,Associate degree in college (2-year),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,5,Internal factors,Internal factors,43.849
4/2/21 12:08,4/2/21 12:09,107.77.197.125,74,R_3QLWZwmBEgO0PGv,4044397,33.1177063,-96.67910004,Male,30-44 years old,Master's degree,16-20 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,5,Internal factors,External factors,52.287
4/2/21 12:08,4/2/21 12:15,98.223.126.8,438,R_UuvvGW4sxJbf769,9046401,41.87319946,-88.00019836,Female,30-44 years old,Bachelor's degree in college (4-year),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,3,6,Internal factors,External factors,419.984
4/2/21 12:19,4/2/21 12:19,208.203.212.207,49,R_3oMc0LdYWQuupE6,9409287,39.98449707,-75.58599854,Male,30-44 years old,Bachelor's degree in college (4-year),3-5 years,"White,Asian",,Kevin,10%,Got straight to [his/her] request,[]'s performance doesn't warrant a raise,8,7,Internal factors,Internal factors,14.446
4/2/21 12:12,4/2/21 12:20,73.166.89.198,483,R_3je1hSvfhWzY2Fz,6798375,29.74380493,-95.44219971,Female,18-29 years old,Bachelor's degree in college (4-year),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,8,Internal factors,Internal factors,255.011
4/2/21 12:15,4/2/21 12:20,172.58.227.155,296,R_1K0ynj9s3rvRT0X,4171090,40.83430481,-73.92350006,Female,30-44 years old,Associate degree in college (2-year),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,4,Internal factors,External factors,250.323
4/2/21 12:16,4/2/21 12:21,70.137.104.131,274,R_2VEhwAvdK1X8uf3,8301954,32.95109558,-117.2240982,Male,30-44 years old,Bachelor's degree in college (4-year),6-10 years,Other,Latin American,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,5,Internal factors,External factors,219.762
4/2/21 12:14,4/2/21 12:27,108.67.76.206,767,R_1JQiWLUGmDrOWuC,6064436,35.61729431,-87.03170013,Female,30-44 years old,Associate degree in college (2-year),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,9,3,Internal factors,External factors,616.915
4/2/21 12:42,4/2/21 12:45,73.54.88.15,184,R_1E5Qf8tU6xkU8kx,4080979,26.69090271,-81.94830322,Female,45-59 years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,7,External factors,Internal factors,133.71
4/2/21 12:50,4/2/21 12:53,198.179.4.130,130,R_1P2fWAmTXL4a1dA,5055775,39.36999512,-76.67449951,Male,18-29 years old,Master's degree,3-5 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,7,Internal factors,External factors,67.705
4/2/21 12:56,4/2/21 12:58,208.203.212.184,129,R_2THnvCs24MpdoTD,2560030,39.98449707,-75.58599854,Male,30-44 years old,Master's degree,6-10 years,"White,Asian",,Kevin,15%,Recognized the entire team for their support,[]'s performance doesn't warrant a raise,9,10,Internal factors,Internal factors,35.335
4/2/21 12:57,4/2/21 12:59,63.75.255.5,118,R_3eaaDFvWqwykfjr,3074525,39.61019897,-75.67469788,Male,30-44 years old,Master's degree,3-5 years,"White,Asian",,Kevin,10%,Recognized the entire team for their support,Does not have the budget for salary increases,9,8,Internal factors,Internal factors,36.205
4/2/21 12:54,4/2/21 12:59,71.59.79.119,319,R_xrC5EgjRqyhfq6Z,2425417,40.31719971,-74.43039703,Female,30-44 years old,Master's degree,6-10 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,9,Internal factors,Internal factors,227.11
4/2/21 13:16,4/2/21 13:17,74.131.89.207,51,R_2qdrXgP0dNdogDf,1477972,38.30780029,-85.73590088,Female,18-29 years old,High school graduate (high school diploma or equivalent including GED),,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,[]'s performance doesn't warrant a raise,5,5,Internal factors,Internal factors,31.2
4/2/21 13:17,4/2/21 13:18,12.198.49.89,65,R_2UYQDQqqhyXEnuP,7094673,32.7203064,-117.1551971,Male,30-44 years old,Master's degree,6-10 years,White,,Kevin,10%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,9,8,Internal factors,Internal factors,22.353
4/2/21 13:08,4/2/21 13:18,63.75.249.237,628,R_3ht1y7bY7kibtRi,5870828,39.61019897,-75.67469788,Female,30-44 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,8,Internal factors,External factors,546.844
4/2/21 13:19,4/2/21 13:23,98.151.38.54,253,R_2S2bwyOt46sx1xZ,6201588,21.40800476,-157.9703064,Male,45-59 years old,Master's degree,6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,7,External factors,Internal factors,206.774
4/2/21 13:24,4/2/21 13:28,68.82.174.145,228,R_1PbfkgbPYUQydE2,6309410,39.96679688,-75.15119934,Female,30-44 years old,Associate degree in college (2-year),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,0,Internal factors,External factors,209.729
4/2/21 13:29,4/2/21 13:31,66.67.112.200,111,R_u2sy331P9i4PZuh,2417075,43.37739563,-73.30059814,Female,45-59 years old,High school graduate (high school diploma or equivalent including GED),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,9,0,External factors,Internal factors,86.488
4/2/21 13:34,4/2/21 13:35,63.75.255.97,68,R_31nFdZKeFonc8q3,9776670,39.61019897,-75.67469788,Male,30-44 years old,Bachelor's degree in college (4-year),6-10 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,6,Internal factors,Internal factors,10.719
4/2/21 13:31,4/2/21 13:35,98.237.44.106,242,R_zZhHl3M348eEUed,7442147,40.23890686,-77.1934967,Female,45-59 years old,Bachelor's degree in college (4-year),21+ years,Other,mixed,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,8,Internal factors,Internal factors,205.505
4/2/21 13:34,4/2/21 13:38,67.42.82.139,207,R_1q388qTwGOE7fxu,9046986,47.42500305,-122.4586029,Male,30-44 years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,6,External factors,Internal factors,180.086
4/2/21 13:38,4/2/21 13:42,24.170.233.56,214,R_xobPmFIg0OikdkB,9267986,39.66140747,-77.6914978,Male,60+ years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,7,Internal factors,Internal factors,184.195
4/2/21 13:39,4/2/21 13:43,45.47.110.211,256,R_3JeYH1D12ocDG6j,4214761,42.99079895,-75.96199799,Female,60+ years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,7,3,External factors,Internal factors,210.282
4/2/21 13:52,4/2/21 13:56,104.173.49.192,188,R_1Nlv0xCCRN89i7a,8993476,33.73379517,-116.9299011,Female,18-29 years old,High school graduate (high school diploma or equivalent including GED),3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,5,Internal factors,Internal factors,36.391
4/2/21 13:55,4/2/21 13:57,47.198.203.166,141,R_Y4QKbJaaI4X1W5H,1285543,28.04750061,-82.6147995,Male,18-29 years old,High school graduate (high school diploma or equivalent including GED),1-2 years,"White,Black or African American",,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,0,2,Internal factors,External factors,120.465
4/2/21 14:01,4/2/21 14:02,172.58.156.213,99,R_3scDnuBAizkRtja,5150572,35.229599,-80.84300232,Female,30-44 years old,High school graduate (high school diploma or equivalent including GED),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Strict company policy on timing of salary increases,10,10,Internal factors,Internal factors,73.375
4/2/21 14:02,4/2/21 14:04,45.46.160.244,122,R_2Ygf2dyoxXz2R7g,1731252,42.91549683,-78.88220215,Male,18-29 years old,Bachelor's degree in college (4-year),6-10 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,6,4,Internal factors,External factors,91.178
4/2/21 14:16,4/2/21 14:17,65.130.51.171,97,R_1QEDwSu1k8fWy5n,4613896,40.65710449,-111.8342972,Female,45-59 years old,Bachelor's degree in college (4-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,1,Internal factors,External factors,78.828
4/2/21 14:29,4/2/21 14:30,76.180.2.97,89,R_2A1hce7l7VR2V4N,3819261,42.48950195,-79.33110046,Male,30-44 years old,Bachelor's degree in college (4-year),16-20 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,2,Internal factors,External factors,63.962
4/2/21 14:37,4/2/21 14:39,67.86.188.84,74,R_3IaWi5xC5gqDxqu,4456201,40.206604,-74.0727005,Male,45-59 years old,Master's degree,21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,8,8,External factors,Internal factors,53.301
4/2/21 14:43,4/2/21 14:45,71.224.113.6,126,R_AA5NB3trXxHjUyt,5169021,40.02180481,-75.26309967,Female,18-29 years old,Doctoral degree,1-2 years,Asian,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,5,3,External factors,Internal factors,91.313
4/2/21 14:51,4/2/21 14:53,68.204.178.107,99,R_bHDfzaSYzzzg2yt,8050778,28.49319458,-81.28780365,Male,30-44 years old,Associate degree in college (2-year),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,3,5,External factors,External factors,28.538
4/2/21 14:59,4/2/21 15:00,73.247.93.134,55,R_XTah01f3WjZo86J,8871798,41.7888031,-88.09159851,Male,18-29 years old,Bachelor's degree in college (4-year),1-2 years,White,,Kevin,15%,Got straight to [his/her] request,Does not have the budget for salary increases,5,5,Internal factors,External factors,30.027
4/2/21 15:00,4/2/21 15:03,72.238.97.49,171,R_3noTBk2jZiERBoZ,7968366,28.71200562,-81.35520172,Female,18-29 years old,High school graduate (high school diploma or equivalent including GED),11-15 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,2,8,Internal factors,Internal factors,103.183
4/2/21 15:10,4/2/21 15:14,67.134.19.190,239,R_6hcfHTeXwg2tpXb,4987883,35.24850464,-106.6818008,Male,30-44 years old,Associate degree in college (2-year),21+ years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,4,5,Internal factors,External factors,144.113
4/2/21 15:38,4/2/21 15:39,107.152.7.99,54,R_1LGOOuSvdk6ZRrB,7816641,40.47979736,-88.99220276,Male,18-29 years old,Master's degree,3-5 years,White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,1,1,External factors,External factors,39.047
4/2/21 15:51,4/2/21 15:55,24.140.206.24,266,R_31MjlhQvcDa8vj4,7457613,40.81159973,-81.49729919,Female,60+ years old,Less than high school degree,0 years (No work experience),White,,Kevin,15%,Recapped the work [he/she] has done over the past year,Does not have the budget for salary increases,10,9,External factors,Internal factors,223.316
